shipment_id,shipment_date,origin_warehouse,destination_region,carrier,transport_mode,distance_km,weight_kg,shipment_volume_units,inventory_level,transportation_cost,delivery_time_days,delayed
SHP100097,2025-01-30 10:44:56.246872,WH-Mumbai,East,Carrier C,Rail,633.2,171.7,129,540,3986.14,0.2,0
SHP100662,2025-07-20 23:22:46.138448,WH-Kolkata,East,Carrier C,Rail,1142.5,407.5,127,2379,9172.79,0.7,0
SHP100128,2025-02-08 20:37:01.851542,WH-Kolkata,South,Carrier B,Road,647.9,123.0,104,2311,7460.03,1.1,0
SHP101089,2025-11-27 14:31:55.596330,WH-Kolkata,East,Carrier B,Road,449.5,,123,1890,5536.74,0.2,0
SHP100622,2025-07-08 19:56:11.809841,WH-Kolkata,West,Carrier D,Road,384.6,336.6,119,1112,5389.89,0.6,0
SHP100544,2025-06-15 03:37:22.869057,WH-Kolkata,West,Carrier A,Road,412.5,183.4,136,492,5181.29,0.9,0
SHP100379,2025-04-26 01:25:16.263552,WH-Mumbai,Central,Carrier C,Air,540.6,188.1,149,2886,30196.28,1.4,1
SHP101012,2025-11-04 05:30:16.513761,WH-Chennai,East,Carrier B,Road,394.7,503.1,115,2365,6101.7,0.8,0
SHP100203,2025-03-03 15:04:21.217681,WH-Bengaluru,Central,Carrier D,Road,167.8,124.6,118,1376,2146.07,0.8,0
SHP100343,2025-04-15 03:07:21.367806,WH-Bengaluru,South,Carrier D,Road,854.1,289.7,128,4807,11164.14,2.3,1
SHP101048,2025-11-15 03:48:11.409507,WH-Mumbai,Central,Carrier B,Road,1016.7,145.0,108,4474,12513.91,2.7,1
SHP100654,2025-07-18 13:05:27.272727,WH-Kolkata,West,Carrier A,Road,397.7,327.8,134,3411,4478.59,1.2,0
SHP101139,2025-12-12 18:50:08.507089,WH-Delhi,South,Carrier A,Rail,536.1,163.0,121,1825,4440.89,1.0,0
SHP100518,2025-06-07 06:11:06.555462,WH-Chennai,Central,Carrier B,Road,373.4,401.2,103,4900,4802.02,0.7,0
SHP100779,2025-08-25 11:50:59.549624,WH-Kolkata,West,Carrier C,Road,179.1,292.8,120,2726,3189.17,1.5,1
SHP100234,2025-03-13 00:56:26.822351,WH-Mumbai,East,Carrier C,Road,447.1,206.6,106,3550,5337.46,0.9,0
SHP100488,2025-05-29 03:36:10.809007,WH-Chennai,West,Carrier D,Road,921.2,139.9,127,1032,11920.33,,1
SHP100237,2025-03-13 22:47:56.396997,WH-Chennai,South,Carrier C,Sea,493.9,332.3,125,1110,3028.22,1.7,0
SHP100549,2025-06-16 16:03:12.160133,WH-Mumbai,North,Carrier D,Road,627.2,161.6,141,398,7726.12,1.1,0
SHP100400,2025-05-02 10:25:43.286071,WH-Delhi,South,Carrier A,Sea,394.6,157.0,148,38,2201.97,0.4,0
SHP100570,2025-06-23 01:03:39.182652,WH-Delhi,South,Carrier A,Road,410.9,354.8,99,2376,5495.58,0.2,0
SHP100232,2025-03-12 10:22:07.105921,WH-Kolkata,South,Carrier C,Rail,354.9,195.4,130,4500,3390.27,1.1,0
SHP100794,2025-08-30 01:08:27.422852,WH-Chennai,Central,Carrier B,Road,247.3,73.7,105,4799,2997.96,0.4,0
SHP100682,2025-07-27 01:06:03.302752,WH-Delhi,West,Carrier B,Road,147.5,93.1,135,4006,,0.6,0
SHP100442,2025-05-15 04:26:37.331109,WH-Mumbai,South,Carrier D,Road,332.9,359.1,109,1965,5826.73,0.8,0
SHP101167,2025-12-21 06:50:44.537114,WH-Mumbai,South,Carrier C,Sea,928.0,,105,1085,4080.9,,1
SHP100718,2025-08-06 23:23:58.198498,WH-Delhi,South,Carrier A,Rail,531.5,106.6,118,1795,4093.62,0.3,0
SHP100796,2025-08-30 15:42:47.139282,WH-Delhi,East,Carrier B,Road,655.7,68.9,112,3658,7914.62,1.1,0
SHP100098,2025-01-30 18:02:06.105087,WH-Chennai,South,Carrier A,Rail,246.7,155.5,115,2060,2594.63,1.4,1
SHP100514,2025-06-06 01:02:27.122602,WH-Delhi,West,Carrier B,Road,697.0,223.1,115,561,9533.32,1.3,0
SHP100870,2025-09-22 02:52:56.647206,WH-Mumbai,North,Carrier D,Road,355.6,41.2,118,4657,4068.22,0.8,0
SHP100511,2025-06-05 03:10:57.547956,WH-Bengaluru,Central,Carrier D,Sea,763.8,240.8,123,1184,3957.31,2.1,0
SHP101057,2025-11-17 21:22:40.133444,WH-Delhi,West,Carrier D,Road,747.6,90.9,110,2471,8869.08,0.4,0
SHP100217,2025-03-07 21:04:39.232693,WH-Delhi,West,Carrier B,Rail,487.2,96.2,119,434,3320.76,1.2,0
SHP100360,2025-04-20 06:59:08.957464,WH-Delhi,East,Carrier C,Sea,344.9,109.7,116,213,1260.38,0.5,0
SHP100558,2025-06-19 09:37:40.884070,WH-Delhi,East,Carrier C,Rail,360.4,72.7,112,4805,3173.49,0.6,0
SHP100499,2025-06-01 11:44:59.249374,WH-Mumbai,North,Carrier A,Sea,429.8,226.2,118,622,2924.22,1.1,0
SHP101193,2025-12-29 04:17:00.850708,WH-Kolkata,Central,,Road,723.6,308.9,106,518,9416.94,0.4,0
SHP100225,2025-03-10 07:21:58.098415,WH-Mumbai,Central,Carrier D,Road,587.6,258.2,115,3413,6711.6,2.2,0
SHP100018,2025-01-06 11:08:57.447873,WH-Delhi,South,Carrier C,Road,476.0,104.0,104,3005,5807.37,0.2,0
SHP100168,2025-02-21 00:03:36.180150,WH-Chennai,Central,Carrier B,Rail,200.3,530.7,125,986,2757.44,0.5,0
SHP101047,2025-11-14 20:31:01.551292,WH-Kolkata,Central,Carrier C,Road,804.0,346.4,120,69,9745.64,1.6,1
SHP100292,2025-03-30 15:31:58.598832,WH-Mumbai,North,Carrier D,Road,807.0,73.1,85,1460,10489.56,0.5,0
SHP100900,2025-10-01 05:27:52.393661,WH-Bengaluru,North,Carrier D,Rail,533.8,110.7,124,2042,4171.55,0.7,0
SHP100397,2025-05-01 12:34:13.711426,WH-Kolkata,North,Carrier A,Air,381.5,132.8,110,1636,20788.18,0.2,0
SHP101070,2025-11-21 20:05:48.290241,WH-Bengaluru,South,Carrier C,Rail,407.9,332.5,119,2137,4390.06,0.8,0
SHP101076,2025-11-23 15:48:47.439532,WH-Mumbai,South,Carrier C,Rail,207.6,285.0,119,2665,1988.8,0.6,0
SHP100540,2025-06-13 22:28:43.436196,WH-Chennai,East,Carrier C,Road,784.8,267.6,140,914,9883.41,2.7,1
SHP100328,2025-04-10 13:49:53.494578,WH-Chennai,East,Carrier B,Road,390.4,279.5,114,2996,5892.9,1.0,0
SHP100795,2025-08-30 08:25:37.281067,WH-Bengaluru,North,Carrier A,Sea,233.3,204.6,108,515,2253.76,2.2,0
SHP100848,2025-09-15 10:35:19.766472,WH-Chennai,South,Carrier B,Road,335.4,184.1,134,4571,4255.32,1.2,0
SHP100302,2025-04-02 16:23:37.180984,WH-Mumbai,North,Carrier C,Air,738.0,240.0,119,903,41339.13,0.5,0
SHP101175,2025-12-23 17:08:03.402835,WH-Kolkata,South,Carrier D,Sea,217.0,181.9,121,267,2160.67,1.3,0
SHP100931,2025-10-10 15:19:57.998331,WH-Delhi,Central,Carrier C,Road,487.2,397.2,113,1121,6425.43,0.6,0
SHP100093,2025-01-29 05:36:16.814011,WH-Bengaluru,Central,Carrier C,Sea,551.6,56.0,107,4714,1998.16,1.4,1
SHP100213,2025-03-06 15:55:59.799833,WH-Mumbai,South,Carrier D,Rail,448.7,156.3,114,3556,3157.93,1.0,0
SHP100770,2025-08-22 18:16:30.825688,WH-Chennai,Central,Carrier B,Road,50.2,457.3,125,4857,1762.61,0.9,0
SHP100337,2025-04-13 07:24:22.218515,WH-Bengaluru,West,Carrier A,Road,691.1,78.8,132,935,8936.9,1.2,0
SHP100425,2025-05-10 00:34:49.741451,WH-Mumbai,North,Carrier A,Road,116.8,246.4,142,1230,1815.48,0.2,0
SHP100803,2025-09-01 18:42:56.146788,WH-Chennai,West,Carrier C,Road,626.9,92.4,106,110,7986.38,0.3,0
SHP100212,2025-03-06 08:38:49.941618,WH-Bengaluru,South,Carrier A,Road,275.6,247.8,111,991,4170.05,,1
SHP100618,2025-07-07 14:47:32.376980,WH-Chennai,Central,Carrier D,Road,502.9,297.1,108,4830,6280.89,0.4,0
SHP100115,2025-02-04 21:53:53.694745,WH-Bengaluru,North,Carrier C,Road,458.9,256.3,111,3989,5921.99,1.8,1
SHP100158,2025-02-17 23:11:57.597998,WH-Delhi,Central,Carrier C,Road,237.5,369.3,109,2499,3522.06,1.2,0
SHP101053,2025-11-16 16:14:00.700583,WH-Delhi,North,Carrier C,Air,138.4,459.9,137,1707,9187.21,0.4,0
SHP100112,2025-02-04 00:02:24.120100,WH-Delhi,East,Carrier C,Sea,417.3,269.1,130,3865,2607.03,0.7,0
SHP100036,2025-01-11 22:17:54.895746,WH-Bengaluru,West,Carrier C,Sea,273.2,170.8,114,4793,1254.29,0.7,0
SHP100105,2025-02-01 21:02:15.112593,WH-Chennai,Central,Carrier A,Road,587.4,317.5,127,4288,6866.67,0.9,0
SHP101066,2025-11-20 14:57:08.857381,WH-Mumbai,West,Carrier A,Sea,659.1,512.6,118,3158,2990.95,1.4,1
SHP100362,2025-04-20 21:33:28.673894,WH-Chennai,North,Carrier C,Rail,444.0,284.9,139,2530,3728.35,0.3,0
SHP100850,2025-09-16 01:09:39.482902,WH-Kolkata,South,Carrier D,Sea,1090.9,407.4,110,848,6049.02,2.5,0
SHP100716,2025-08-06 08:49:38.482068,WH-Delhi,West,Carrier C,Air,663.5,490.2,106,4831,37915.28,1.4,0
SHP100756,2025-08-18 12:16:12.810675,WH-Mumbai,West,Carrier B,Rail,420.0,256.8,107,2908,3902.14,0.5,0
SHP100733,2025-08-11 12:41:26.071726,WH-Delhi,North,Carrier C,road,645.3,,122,4464,10134.01,0.6,0
SHP100758,2025-08-19 02:50:32.527105,WH-Mumbai,West,Carrier C,Road,387.6,16.1,110,770,4935.37,,1
SHP100365,2025-04-21 19:24:58.248540,WH-Delhi,South,Carrier C,Road,435.0,102.8,111,511,5260.63,1.0,0
SHP101006,2025-11-02 09:47:17.364470,WH-Chennai,Central,Carrier B,Rail,364.5,420.8,119,2697,3624.88,0.4,0
SHP100441,2025-05-14 21:09:27.472894,WH-Chennai,Central,Carrier B,Rail,719.5,166.1,136,987,5061.97,2.1,1
SHP101030,2025-11-09 16:39:13.961634,WH-Bengaluru,East,Carrier D,Air,442.4,222.5,130,70,24998.06,0.2,0
SHP101092,2025-11-28 12:23:25.170975,WH-Mumbai,South,Carrier B,Road,576.4,238.7,133,2366,6981.08,1.5,0
SHP100565,2025-06-21 12:37:49.891576,WH-Bengaluru,North,Carrier B,Road,466.1,144.9,114,2125,5513.12,1.3,0
SHP100351,2025-04-17 13:24:40.233527,WH-Delhi,East,Carrier C,Road,124.0,111.9,132,176,2899.44,0.4,0
SHP100490,2025-05-29 18:10:30.525437,WH-Chennai,South,Carrier A,Sea,331.0,221.3,115,1840,1564.01,0.6,0
SHP100249,2025-03-17 14:13:54.695579,WH-Delhi,North,Carrier D,Rail,1005.1,107.1,122,2069,6944.82,1.5,1
SHP100476,2025-05-25 12:10:12.510425,WH-Bengaluru,Central,Carrier B,Air,287.8,101.8,123,3855,16355.11,0.2,0
SHP100634,2025-07-12 11:22:10.108423,WH-Kolkata,North,Carrier A,Sea,1392.7,449.8,114,4942,6728.4,2.6,1
SHP101097,2025-11-30 00:49:14.462051,WH-Mumbai,North,Carrier D,Sea,471.4,416.7,136,12,2942.21,2.3,0
SHP100406,2025-05-04 06:08:42.435362,WH-Bengaluru,East,Carrier C,Road,681.1,,118,4342,8470.08,0.3,0
SHP101136,2025-12-11 20:58:38.932443,WH-Delhi,South,Carrier B,Road,200.1,123.2,132,3904,25680.009571087405,0.9,0
SHP100164,2025-02-19 18:54:56.747289,WH-Bengaluru,West,Carrier D,Rail,629.0,191.9,104,4385,4284.54,0.9,0
SHP100781,2025-08-26 02:25:19.266055,WH-Bengaluru,East,Carrier C,Rail,309.0,227.5,109,3234,2205.64,0.2,0
SHP100454,2025-05-18 19:52:35.629691,WH-Mumbai,East,Carrier D,road,860.9,82.1,104,1392,11013.21,0.7,0
SHP101107,2025-12-03 01:40:53.044203,WH-Chennai,South,Carrier D,Road,436.9,273.4,102,893,6113.61,1.5,1
SHP101119,2025-12-06 17:06:51.342785,WH-Kolkata,South,Carrier A,road,755.8,153.0,115,4071,9249.93,0.4,0
SHP101161,2025-12-19 11:07:45.387823,WH-Mumbai,East,Carrier B,Rail,441.6,217.6,136,375,,3.405668537975298,0
SHP100083,2025-01-26 04:44:38.231859,WH-Chennai,South,Carrier C,Rail,391.4,118.3,115,2686,3149.47,0.9,0
SHP100230,2025-03-11 19:47:47.389491,WH-Bengaluru,North,Carrier A,sea,1244.7,562.7,110,190,5857.61,1.8,1
SHP100295,2025-03-31 13:23:28.173477,WH-Chennai,South,Carrier B,Rail,313.0,89.6,131,366,1810.47,1.1,0
SHP100652,2025-07-17 22:31:07.556296,WH-Mumbai,West,Carrier D,Road,921.4,265.0,115,4317,11327.13,2.0,1
SHP100070,2025-01-22 06:01:30.075062,WH-Chennai,South,Carrier C,Road,425.6,408.8,130,4722,6296.12,0.6,0
SHP100643,2025-07-15 04:56:38.832360,WH-Chennai,South,Carrier A,rail,463.3,533.7,123,4315,4841.58,0.7,0
SHP100820,2025-09-06 22:34:43.736447,WH-Mumbai,Central,Carrier B,Road,535.2,94.5,114,4213,5877.85,1.1,0
SHP100610,2025-07-05 04:30:13.511259,WH-Chennai,South,Carrier D,Air,744.4,286.3,111,2440,40842.71,0.2,0
SHP100985,2025-10-27 00:46:50.341951,WH-Delhi,North,Carrier C,Rail,449.9,298.2,125,1681,3689.41,0.9,0
SHP100064,2025-01-20 10:18:30.925771,WH-Mumbai,North,Carrier C,Road,559.8,,121,2846,7386.38,1.1,0
SHP101143,2025-12-13 23:58:47.939949,WH-Bengaluru,North,Carrier C,Rail,644.4,201.1,135,4918,5055.89,0.8,0
SHP101183,2025-12-26 03:25:22.268557,WH-Delhi,West,Carrier D,Road,680.0,143.4,120,989,8192.39,1.6,1
SHP100852,2025-09-16 15:43:59.199332,WH-Delhi,East,Carrier C,Road,848.3,232.2,118,4127,10486.12,1.1,0
SHP100961,2025-10-19 17:54:53.744787,WH-Delhi,North,Carrier D,Road,647.5,99.2,121,951,7950.15,0.6,0
SHP101131,2025-12-10 08:32:49.641367,WH-Delhi,East,Carrier B,Road,145.6,6.3,115,1987,1846.87,0.2,0
SHP100127,2025-02-08 13:19:51.993327,WH-Bengaluru,Central,Carrier D,Rail,647.4,65.1,104,3231,,1.4,1
SHP100338,2025-04-13 14:41:32.076730,WH-Bengaluru,North,Carrier D,Road,1504.6,532.3,114,381,19623.38,1.1,0
SHP100001,2025-01-01 07:17:09.858215,WH-Mumbai,South,Carrier B,Rail,440.5,229.1,106,2799,3405.99,1.2,0
SHP100977,2025-10-24 14:29:31.476230,WH-Bengaluru,North,Carrier C,Road,596.3,183.6,132,4908,7414.65,1.3,0
SHP100539,2025-06-13 15:11:33.577981,WH-Bengaluru,North,Carrier D,Air,193.5,506.8,108,1601,11762.98,0.2,0
SHP100601,2025-07-02 10:55:44.787322,WH-Delhi,East,Carrier B,Road,468.8,573.6,112,855,7261.26,0.6,0
SHP100308,2025-04-04 12:06:36.330275,WH-Bengaluru,South,Carrier A,Road,494.3,452.7,129,1284,7308.47,0.5,0
SHP100585,2025-06-27 14:21:07.055879,WH-Chennai,Central,Carrier A,Road,540.6,118.4,122,2371,6464.27,0.3,0
SHP101100,2025-11-30 22:40:44.036697,WH-Mumbai,East,Carrier D,Sea,325.3,289.0,133,2317,2079.82,0.4,0
SHP100410,2025-05-05 11:17:21.868223,WH-Kolkata,West,Carrier A,Rail,607.1,136.0,120,1314,4987.87,1.1,0
SHP100171,2025-02-21 21:55:05.754795,WH-Chennai,East,Carrier A,Rail,567.4,232.0,109,3767,4059.35,0.8,0
SHP100417,2025-05-07 14:17:30.875729,WH-Bengaluru,West,Carrier A,Road,338.2,524.3,123,1317,5618.44,0.2,0
SHP100738,2025-08-13 01:07:15.362802,WH-Bengaluru,North,Carrier B,Air,563.0,186.6,135,4622,31119.25,0.2,0
SHP100837,2025-09-12 02:26:31.326105,WH-Delhi,West,Carrier C,Road,322.1,151.1,106,2575,4581.59,1.3,0
SHP101074,2025-11-23 01:14:27.723102,WH-Bengaluru,West,Carrier D,Road,449.1,408.6,111,4822,7112.99,0.7,0
SHP101021,2025-11-06 23:04:45.237698,WH-Kolkata,North,Carrier C,Road,158.4,503.8,107,2963,2530.08,0.4,0
SHP100603,2025-07-03 01:30:04.503753,WH-Delhi,West,Carrier C,Road,149.7,,127,1858,2747.32,0.7,0
SHP100806,2025-09-02 16:34:25.721434,WH-Mumbai,North,Carrier D,Air,1084.0,166.4,120,4378,60550.49,1.5,1
SHP100882,2025-09-25 18:18:54.945788,WH-Chennai,South,Carrier C,Sea,416.5,218.1,115,2841,2551.53,2.2,1
SHP100460,2025-05-20 15:35:34.778982,WH-Chennai,East,Carrier C,Rail,394.7,186.0,124,58,2916.57,0.8,0
SHP100043,2025-01-14 01:18:03.903252,WH-Mumbai,West,Carrier D,Rail,314.2,139.1,118,533,3273.43,1.4,1
SHP100637,2025-07-13 09:13:39.683069,WH-Kolkata,Central,Carrier D,Road,234.6,512.1,148,2807,4111.45,0.4,0
SHP100423,2025-05-09 10:00:30.025020,WH-Mumbai,West,Carrier C,Road,559.3,80.3,120,4945,,0.2,0
SHP100727,2025-08-09 16:58:26.922435,WH-Bengaluru,Central,Carrier C,Rail,394.8,219.2,119,3712,3179.35,0.8,0
SHP100967,2025-10-21 13:37:52.894078,WH-Delhi,North,Carrier B,Road,884.5,444.0,136,1971,11973.5,1.8,1
SHP100972,2025-10-23 02:03:42.185154,WH-Chennai,Central,Carrier B,Road,363.0,155.4,132,3046,5165.46,0.6,0
SHP100922,2025-10-07 21:45:29.274395,WH-Delhi,South,Carrier A,Road,872.6,323.3,113,3401,12170.29,1.9,1
SHP100315,2025-04-06 15:06:45.337781,WH-Chennai,East,Carrier A,Rail,653.2,152.1,128,4381,4924.74,1.1,0
SHP100376,2025-04-25 03:33:46.688907,WH-Chennai,Central,Carrier C,Sea,405.2,252.0,123,2280,3094.78,1.5,1
SHP100524,2025-06-09 01:54:05.704753,WH-Mumbai,East,Carrier B,Rail,1109.0,182.8,128,3746,8161.77,1.4,0
SHP100332,2025-04-11 18:58:32.927439,WH-Mumbai,North,Carrier A,Rail,1160.6,481.9,128,662,10209.34,1.2,0
SHP100438,2025-05-13 23:17:57.898248,WH-Chennai,South,Carrier C,Road,301.6,335.6,102,600,5215.65,1.3,0
SHP101058,2025-11-18 04:39:49.991659,WH-Mumbai,East,Carrier C,Road,977.3,122.6,122,3742,12453.97,1.0,0
SHP100150,2025-02-15 12:54:38.732276,WH-Chennai,West,Carrier A,Road,803.5,68.5,123,52,9844.8,0.8,0
SHP100037,2025-01-12 05:35:04.753961,WH-Bengaluru,Central,Carrier A,Rail,394.7,93.8,115,3761,3262.99,1.3,0
SHP100556,2025-06-18 19:03:21.167639,WH-Kolkata,South,Carrier D,Air,518.6,,118,1553,28676.96,0.2,0
SHP100925,2025-10-08 19:36:58.849040,WH-Mumbai,Central,Carrier A,Sea,314.6,148.6,114,2657,1289.25,1.5,0
SHP100750,2025-08-16 16:33:13.661384,WH-Mumbai,South,Carrier C,Road,496.8,187.0,113,4316,6340.33,0.8,0
SHP101160,2025-12-19 03:50:35.529608,WH-Chennai,Central,Carrier A,Sea,60.8,303.0,114,3044,1945.2,1.3,0
SHP100981,2025-10-25 19:38:10.909090,WH-Mumbai,South,Carrier D,Road,232.1,162.2,110,1984,3137.88,1.2,0
SHP100954,2025-10-17 14:54:44.737281,WH-Mumbai,South,Carrier C,Rail,920.6,216.7,131,4820,7837.37,1.0,0
SHP101105,2025-12-02 11:06:33.327773,WH-Kolkata,East,Carrier B,Sea,695.7,206.6,117,2264,3813.04,2.3,1
SHP100724,2025-08-08 19:06:57.347789,WH-Mumbai,South,Carrier A,Rail,932.2,77.3,133,3097,6808.41,0.5,0
SHP100821,2025-09-07 05:51:53.594662,WH-Mumbai,East,Carrier B,Road,190.8,53.7,135,3997,2036.34,0.6,0
SHP100409,2025-05-05 04:00:12.010008,WH-Chennai,North,Carrier A,Road,337.0,10.5,131,2422,3883.98,1.5,1
SHP100143,2025-02-13 09:54:29.724770,WH-Mumbai,North,Carrier A,Road,282.7,96.0,117,347,3082.0,0.3,0
SHP100717,2025-08-06 16:06:48.340283,WH-Mumbai,South,Carrier B,Sea,502.7,180.6,128,757,2117.48,0.9,0
SHP100526,2025-06-09 16:28:25.421184,WH-Bengaluru,South,Carrier A,Sea,537.0,368.1,119,1651,3024.6,1.1,0
SHP100135,2025-02-10 23:37:10.859049,WH-Delhi,South,Carrier A,Rail,354.2,456.7,116,4089,3362.23,0.7,0
SHP100583,2025-06-26 23:46:47.339449,WH-Chennai,East,Carrier D,Air,540.5,,104,4775,31019.29,0.2,0
SHP100975,2025-10-23 23:55:11.759799,WH-Delhi,South,Carrier C,Sea,254.2,361.6,101,4511,1398.17,1.4,1
SHP100566,2025-06-21 19:54:59.749791,WH-Mumbai,West,Carrier D,road,478.9,67.4,123,3496,6640.32,1.0,0
SHP100942,2025-10-13 23:28:46.438698,WH-Chennai,East,Carrier B,Air,446.1,60.1,123,3260,24568.14,1.0,0
SHP100208,2025-03-05 03:30:10.508757,WH-Chennai,North,Carrier C,Road,434.5,178.8,146,4759,4926.88,0.7,0
SHP100856,2025-09-17 20:52:38.632193,WH-Delhi,East,Carrier C,Road,715.2,371.3,122,2121,9074.09,2.0,1
SHP100440,2025-05-14 13:52:17.614678,WH-Bengaluru,East,Carrier A,Sea,1211.3,125.4,113,1584,6228.78,2.0,1
SHP100131,2025-02-09 18:28:31.426188,WH-Bengaluru,North,Carrier A,Sea,286.8,45.0,123,1568,1613.72,1.1,0
SHP100380,2025-04-26 08:42:26.121768,WH-Kolkata,South,Carrier B,Road,438.8,519.1,120,3454,,1.7,0
SHP100174,2025-02-22 19:46:35.329441,WH-Kolkata,Central,Carrier D,Rail,775.5,186.2,110,3107,5444.79,0.5,0
SHP100533,2025-06-11 19:28:34.428690,WH-Mumbai,East,Carrier C,Road,1102.9,281.1,109,4096,13502.65,1.3,0
SHP100703,2025-08-02 10:06:30.325271,WH-Bengaluru,Central,Carrier D,road,1141.0,69.0,108,1401,13776.28,1.5,1
SHP100270,2025-03-23 23:14:21.718098,WH-Kolkata,West,Carrier C,Rail,302.3,447.9,103,3685,2527.84,0.2,0
SHP100407,2025-05-04 13:25:52.293577,WH-Delhi,West,Carrier D,Sea,91.3,23.4,125,3116,260.18,0.6,0
SHP101035,2025-11-11 05:05:03.252710,WH-Bengaluru,West,Carrier D,air,485.6,38.2,110,2940,27395.8,1.1,0
SHP100123,2025-02-07 08:11:12.560467,WH-Kolkata,East,Carrier C,Rail,216.3,231.7,112,2923,2167.46,0.7,0
SHP100138,2025-02-11 21:28:40.433694,WH-Bengaluru,South,Carrier D,Road,708.8,244.2,101,2723,8666.1,0.4,0
SHP100879,2025-09-24 20:27:25.371142,WH-Bengaluru,Central,Carrier D,Sea,938.5,114.8,107,3385,5146.08,1.7,1
SHP100051,2025-01-16 11:35:22.768974,WH-Kolkata,Central,Carrier D,Road,347.1,37.5,130,1955,4110.38,1.0,0
SHP100732,2025-08-11 05:24:16.213511,WH-Delhi,West,Carrier B,Road,117.3,85.5,111,1305,976.27,0.2,0
SHP100624,2025-07-09 10:30:31.526271,WH-Mumbai,Central,Carrier B,Road,391.5,97.1,119,1179,5058.51,0.2,0
SHP100777,2025-08-24 21:16:39.833194,WH-Delhi,Central,Carrier D,Road,361.1,38.7,119,4025,4601.47,0.5,0
SHP100275,2025-03-25 11:40:11.009174,WH-Mumbai,East,Carrier B,Air,329.9,518.0,124,1486,19695.71,0.3,0
SHP100784,2025-08-27 00:16:48.840700,WH-Chennai,North,Carrier B,Road,350.4,201.9,122,653,5221.39,0.5,0
SHP100182,2025-02-25 06:03:54.195162,WH-Bengaluru,North,Carrier C,Sea,423.0,110.4,113,1896,2671.42,0.8,0
SHP100617,2025-07-07 07:30:22.518765,WH-Kolkata,South,,Rail,634.3,201.2,109,269,4907.84,1.9,1
SHP100690,2025-07-29 11:23:22.168473,WH-Kolkata,West,Carrier D,Road,199.4,185.1,129,420,2973.09,,0
SHP100240,2025-03-14 20:39:25.971643,WH-Mumbai,South,Carrier B,Road,516.2,188.4,120,624,6864.51,0.7,0
SHP100458,2025-05-20 01:01:15.062552,WH-Mumbai,West,Carrier C,Road,343.7,128.8,151,232,4449.23,0.2,0
SHP100681,2025-07-26 17:48:53.444537,WH-Bengaluru,East,Carrier D,Rail,185.0,160.2,113,3834,1294.21,0.2,0
SHP100465,2025-05-22 04:01:24.070058,WH-Mumbai,South,Carrier D,Road,562.9,309.0,112,2850,,0.8,0
SHP100145,2025-02-14 00:28:49.441201,WH-Chennai,North,Carrier B,Sea,644.3,59.1,113,1813,2691.03,2.0,1
SHP100206,2025-03-04 12:55:50.792326,WH-Kolkata,Central,Carrier B,Sea,420.0,266.1,123,964,3066.05,1.0,0
SHP101063,2025-11-19 17:05:39.282735,WH-Kolkata,South,Carrier C,Rail,326.1,,128,3183,2920.14,0.2,0
SHP100324,2025-04-09 08:41:14.061718,WH-Bengaluru,South,Carrier C,Road,368.8,587.7,112,1918,5561.01,0.3,0
SHP100657,2025-07-19 10:56:56.847372,WH-Delhi,South,Carrier B,Road,484.6,64.3,118,150,5775.99,0.3,0
SHP101121,2025-12-07 07:41:11.059216,WH-Mumbai,South,Carrier B,Road,590.9,135.0,120,442,7503.09,1.4,1
SHP100714,2025-08-05 18:15:18.765638,WH-Mumbai,West,Carrier A,Rail,1158.6,236.4,117,1964,8790.34,2.5,1
SHP101132,2025-12-10 15:49:59.499582,WH-Kolkata,East,Carrier C,Sea,288.9,280.9,124,4602,1108.99,1.1,0
SHP100079,2025-01-24 23:35:58.798999,WH-Kolkata,Central,Carrier D,Rail,500.4,83.6,139,4090,4675.47,0.2,0
SHP101117,2025-12-06 02:32:31.626355,WH-Delhi,West,,Sea,726.2,193.8,116,4016,3151.46,2.4,1
SHP100687,2025-07-28 13:31:52.593828,WH-Kolkata,North,Carrier A,Road,658.1,332.9,121,2882,8785.99,1.5,1
SHP100166,2025-02-20 09:29:16.463719,WH-Bengaluru,Central,Carrier D,Road,375.4,178.1,107,2824,5230.49,1.2,0
SHP100229,2025-03-11 12:30:37.531276,WH-Kolkata,West,Carrier B,Road,187.1,623.1,99,5,34613.647600404256,0.2,0
SHP101179,2025-12-24 22:16:42.835696,WH-Chennai,Central,Carrier B,Road,260.7,354.4,117,4965,4281.92,0.4,0
SHP101086,2025-11-26 16:40:26.021684,WH-Mumbai,North,Carrier B,Road,881.8,500.4,123,4728,11954.91,0.5,0
SHP100740,2025-08-13 15:41:35.079232,WH-Chennai,South,Carrier B,Road,430.4,,134,4273,5878.38,1.5,1
SHP100100,2025-01-31 08:36:25.821517,WH-Delhi,South,Carrier D,Rail,822.5,297.2,126,1238,6521.87,0.7,0
SHP100290,2025-03-30 00:57:38.882402,WH-Bengaluru,South,Carrier D,Road,235.1,94.4,138,1438,3109.04,0.6,0
SHP100444,2025-05-15 19:00:57.047539,WH-Delhi,Central,Carrier C,Road,150.6,292.7,128,4615,2226.72,,0
SHP100878,2025-09-24 13:10:15.512927,WH-Chennai,West,Carrier A,Sea,742.2,65.4,129,2810,2735.38,1.7,0
SHP100739,2025-08-13 08:24:25.221017,WH-Chennai,Central,Carrier B,Air,580.9,476.1,113,4132,33718.57,0.2,0
